('2024-12-03 00:00:00', '2024-12-10 00:00:00', NOW(), NOW(), 1, 1),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 166, 9),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 175, 4),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 226, 10),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 272, 5),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 127, 5),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 3, 9),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 117, 4),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 281, 10),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 232, 1),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 218, 10),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 91, 9),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 275, 8),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 169, 9),
('2025-02-21 00:00:00', '2025-02-28 00:00:00', NOW(), NOW(), 250, 1),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 287, 2),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 288, 2),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 189, 5),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 51, 8),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 93, 8),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 177, 1),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 283, 7),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 2, 3),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 183, 1),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 196, 2),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 141, 4),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 58, 7),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 91, 9),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 250, 1),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 172, 10),
('2025-02-24 00:00:00', '2025-03-03 00:00:00', NOW(), NOW(), 148, 9),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 289, 3),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 290, 2),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 291, 4),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 292, 5),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 293, 8),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 294, 6),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 295, 2),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 296, 2),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 297, 1),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 298, 4),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 299, 2),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 300, 1),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 301, 9),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 302, 6),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 303, 5),
('2025-02-25 00:00:00', '2025-03-04 00:00:00', NOW(), NOW(), 304, 3),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 305, 10),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 306, 2),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 100, 3),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 294, 10),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 10, 1),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 283, 8),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 121, 2),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 72, 6),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 212, 5),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 41, 3),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 249, 7),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 291, 10),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 25, 2),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 281, 7),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 221, 9),
('2025-02-26 00:00:00', '2025-03-05 00:00:00', NOW(), NOW(), 167, 6),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 307, 9),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 308, 1),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 124, 6),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 274, 7),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 45, 1),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 57, 2),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 64, 9),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 72, 1),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 131, 2),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 3, 6),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 108, 9),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 284, 1),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 68, 8),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 133, 4),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 80, 8),
('2025-02-27 00:00:00', '2025-03-06 00:00:00', NOW(), NOW(), 50, 10),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 309, 5),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 310, 8),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 275, 1),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 3, 10),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 280, 10),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 77, 6),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 114, 3),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 271, 8),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 290, 2),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 223, 7),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 19, 5),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 305, 1),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 279, 1),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 224, 3),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 85, 9),
('2025-02-28 00:00:00', '2025-03-07 00:00:00', NOW(), NOW(), 220, 10),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 311, 5),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 312, 4),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 62, 7),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 259, 3),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 111, 9),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 195, 4),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 176, 6),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 304, 9),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 249, 1),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 80, 4),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 119, 6),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 245, 5),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 9, 3),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 112, 6),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 240, 6),
('2025-03-03 00:00:00', '2025-03-10 00:00:00', NOW(), NOW(), 88, 5),
